"","STORE_NO","REVENUE_2013","ZIP","SQUARE_FEET","U_CITY","U_STATE","CENSUS_REGION","CENSUS_DIVISION","TOT_ATTRITION_2012","TOT_ATTRITION_2013","NUM_ASSISTANT_MANAGERS","NUM_CUST_ACC_REPS","NUM_STORE_MANAGERS","NUM_EMP_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","AVG_PAY_RATE_PAY_TYPE_H","NAT_CURR_ROBBERY","NAT_CURR_BURGLARY","NAT_CURR_MOT_VEH_THEFT","NAT_PAST_ROBBERY","NAT_PAST_BURGLARY","NAT_PAST_MOT_VEH_THEFT","FRONTAGE_ROAD","NUM_PARKING_SPACES","SIGNAGE_VISIBILITY_IND","AUTOZONE_IND","TARGET_IND","WALMART_IND","PAYLESS_IND","COMP_PRESENCE_IND","STRIP_SHOP_CENTER_IND","SINGLE_TENANT_IND","PAD_IN_SHOP_CENTER_IND","MARKETING_EXP_2013","MARKETING_EXP_2012","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","PERC_CONVERTED_TO_AGREEMENT","URBANICITY","CYA01V001","CYB02V001","CYA12V001","CYA12V002","CYA12V003","CYA12V007","CYA12V008","CYA21V001","XCX03V069","PERC_CYEA07V001","PERC_CYEA07V004","PERC_CYEA07V007","PERC_CYEA07V010","PERC_CYB11V006","PERC_CYB11V007","PERC_CYC13VV01","pred_Revenue_2013","diff_Revenue_2013","store_performance"
"340",681,690315,36301,10000,"DOTHAN","AL","South","East South Central",2,6,5,11,4,5,41000,10.476,150,331,83,195,359,82,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,825.83,466.3,9749,372,0.1591103507,"Emerging suburban",71536,28971,16124,27551,24490,4365,8697,118.38,48,0.6308571908,0.3221035563,0.0039141132,0.0101347573,0.0179144662,0.0092161127,0.329708119,752971.769195848,-62656.769195848,"LOW"
"341",682,580180,72301,4000,"WEST MEMPHIS","AR","South","West South Central",7,5,9,7,4,3,39000,10.22,184,661,211,179,419,116,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,370.62,973.75,7494,351,0.0842130518,"Emerging suburban",40516,15055,11233,13237,11364,1995,4342,109.8,55.93,0.4543637082,0.5161417712,0.0026162504,0.0070836213,0.0291597476,0.0192627034,0.4746766709,561903.227274809,18276.7727251909,"HIGH"
"342",683,771851,75150,4900,"MESQUITE","TX","South","West South Central",7,6,12,11,3,4,47000,11.645,164,186,134,200,224,155,"Yes","Greater than 10","Yes",0,0,0,0,1,1,0,0,731.73,1505.09,10898,311,0.0513370749,"Urban",242713,84896,61661,90266,76190,10207,21050,72.35,63.51,0.541219465,0.2261765954,0.0088787992,0.0384651832,0.0417451941,0.0329344139,0.0873335998,814258.146562604,-42407.1465626037,"LOW"
"343",684,1085945,99503,4200,"ANCHORAGE","AK","West","Pacific",5,5,10,11,1,4,56000,12.1375,212,283,434,241,212,507,"Yes","Greater than 10","Yes",0,0,0,0,1,1,0,0,800.81,754.08,15093,367,0.0348230382,"Suburban",155968,60175,43726,55377,48870,5278,20005,45.42,89.87,0.5898645876,0.0593903878,0.0992062474,0.1040790419,0.0268716244,0.0245118405,0.2107868281,1041869.50876586,44075.4912341429,"HIGH"
"344",685,762696,72204,4900,"LITTLE ROCK","AR","South","West South Central",2,3,6,8,2,4,44000,11.69,387,951,476,315,823,380,"Yes","Greater than 10","No",0,0,0,0,1,1,0,0,463.62,377.68,10321,319,0.1078066914,"Suburban",130963,55312,38333,42445,35275,6479,16740,64.72,62.03,0.3791757977,0.529760314,0.0039782229,0.0145842719,0.0200860573,0.0127277987,0.1758741018,781055.903365359,-18359.9033653588,"LOW"
"345",686,877099,85207,4200,"MESA","AZ","West","Mountain",3,0,7,3,2,4,44000,11.095,84,203,68,85,163,63,"No","Between 1 and 10","No",0,0,0,0,0,0,0,0,489.65,487.18,18224,511,0.0593358105,"Suburban",165273,65758,29629,75896,69175,11281,18179,65.5,59.72,0.8615926376,0.0219273566,0.0102315563,0.0176556364,0.027966179,0.0188570212,0.1587071088,817975.603135048,59123.3968649518,"HIGH"
"346",687,1087929,85338,3540,"GOODYEAR","AZ","West","Mountain",2,1,8,6,0,5,59000,12.296,349,532,548,199,347,308,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1929.5,1222.11,21220,655,0.0842335391,"Suburban",176226,54645,43419,70270,63155,4228,13631,96.5,108.49,0.6097738132,0.0838922747,0.0163256273,0.0377129368,0.0522280172,0.0421081526,0.1359958235,1087929.00000002,-1.88592821359634e-08,"LOW"
"347",688,760474,85122,4830,"CASA GRANDE","AZ","West","Mountain",1,0,6,2,1,4,47000,11.3925,208,251,138,175,296,157,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1203.13,1087.74,16894,539,0.0572916667,"Emerging suburban",57884,19239,13166,23309,20913,2528,5556,159.09,81.66,0.6755061848,0.0414795107,0.0456602861,0.0160493401,0.0481313998,0.0477675555,0.3461923848,798612.817211975,-38138.8172119745,"LOW"
"348",690,1059107,86001,7182,"FLAGSTAFF","AZ","West","Mountain",0,3,7,4,1,5,59000,10.74,137,332,372,139,292,350,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,1034.64,1283.59,14210,631,0.0537707712,"Emerging suburban",58372,20051,25634,16236,14403,1434,5575,123.65,79.92,0.7349071473,0.0201637772,0.1140957994,0.0202665662,0.0225425166,0.0129669343,0.4312341534,1016256.79086572,42850.2091342843,"HIGH"
"349",691,846364,85302,3404,"GLENDALE","AZ","West","Mountain",3,4,8,3,2,2,46000,10.75,199,218,263,156,232,178,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1040.79,3300.79,14671,424,0.0877483444,"Urban",148889,52683,41802,54388,49591,7249,15815,28.96,82.01,0.7412703423,0.0496813062,0.0173216289,0.0357850479,0.0360457833,0.0266689444,0.1598170449,671558.42214475,174805.57785525,"HIGH"
"350",692,705219,85539,3280,"MIAMI","AZ","West","Mountain",2,5,6,4,3,3,47000,12.483333333,32,54,25,46,74,32,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1198.16,719.76,11946,290,0.0419014593,"Emerging suburban",15043,5993,3317,4664,3766,1729,2424,390.77,69.49,0.8036960713,0.0071129429,0.0420793725,0.0079106561,0.0283664275,0.0170198565,1.3230738549,705219.000000061,-6.076879799366e-08,"LOW"
"351",693,918376,86401,3356,"KINGMAN","AZ","West","Mountain",4,5,7,14,3,4,49000,10.6675,98,306,140,89,274,112,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1244.91,403.49,14395,403,0.0371428571,"Emerging suburban",45709,18113,8861,20068,17695,2956,5448,171.34,52.86,0.8846835415,0.0099323984,0.0165394124,0.0123608042,0.0250096616,0.0175564512,0.4960511059,918375.999999965,3.52738425135612e-08,"HIGH"
"352",695,539157,85621,3760,"NOGALES","AZ","West","Mountain",3,2,6,7,3,3,40000,10.333333333,119,91,96,117,78,86,"Yes","Greater than 10","Yes",1,0,0,1,0,0,0,0,324.65,916.64,17501,327,0.0408545727,"Emerging suburban",30004,8969,7675,11102,9240,1619,1994,108.56,120.94,0.7151379816,0.0037328356,0.0060991868,0.0055659245,0.0633292452,0.0478314193,0.4864684709,539156.999999997,3.14321368932724e-09,"HIGH"
"353",697,739885,85016,4500,"PHOENIX","AZ","West","Mountain",6,0,7,9,5,4,44000,11.1825,462,443,471,475,433,432,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,2089.21,1369.44,9472,358,0.0970979116,"Urban",179136,75694,62062,53496,47280,6635,21173,42.14,86.08,0.6784398446,0.0540594855,0.0350459986,0.0215534566,0.0261843739,0.0260786852,0.1593872812,519590.726069789,220294.273930211,"HIGH"
"354",699,678041,86314,4200,"PRESCOTT VALLEY","AZ","West","Mountain",2,2,7,8,3,4,43000,10.855,68,292,102,70,287,95,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,801.81,774.87,13821,371,0.0565893838,"Emerging suburban",53717,21691,9698,25139,23613,2924,6304,195.46,53.94,0.8826069959,0.0081352272,0.0137758996,0.0103691569,0.0238347702,0.0160435204,0.4321164622,678041.000000002,-2.3283064365387e-09,"LOW"
"355",700,942606,85546,4238,"SAFFORD","AZ","West","Mountain",5,1,9,9,3,5,49000,12.198,116,185,151,74,136,89,"No","Greater than 10","No",0,0,0,0,0,1,0,0,988.56,1938.98,16593,415,0.0455593369,"Emerging suburban",21152,7282,4368,8810,8002,985,1749,399.91,73.61,0.8273449319,0.0132847958,0.015459531,0.007091528,0.049162318,0.0344685526,0.8884739032,942605.999999992,7.6834112405777e-09,"HIGH"
"356",701,479283,85635,6000,"SIERRA VISTA","AZ","West","Mountain",8,5,8,15,3,3,38000,10,72,117,147,55,87,95,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,670.58,2260.82,15076,294,0.0638020833,"Emerging suburban",51915,20314,10283,24437,21505,1998,5185,156.62,81.1,0.7498218241,0.0833092555,0.0108831744,0.0389097563,0.022053756,0.0109776509,0.5409033998,479282.999999994,6.05359673500061e-09,"HIGH"
"357",702,690970,85705,4200,"TUCSON","AZ","West","Mountain",3,4,6,6,2,3,45000,10.22,324,516,338,412,477,336,"No","Greater than 10","Yes",0,0,0,0,0,0,1,0,688.37,1174.04,13463,282,0.0535510824,"Suburban",144740,63640,49196,44920,38205,7659,19072,45.59,81.03,0.7261157938,0.0388420616,0.0294804477,0.0380198977,0.0195788812,0.0125235701,0.1608884897,637112.042808421,53857.9571915788,"HIGH"
"358",703,704343,85713,5000,"TUCSON","AZ","West","Mountain",1,1,7,4,1,4,46000,10.635,766,659,727,726,689,874,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,909.66,841.98,13096,368,0.0755026672,"Urban",248771,84397,84473,76446,63086,9677,22759,172.88,103.63,0.6001905367,0.04055939,0.0454072219,0.0206937304,0.0436152944,0.0349538491,0.0624831673,815395.968289553,-111052.968289553,"LOW"
"359",707,1333404,93301,4700,"BAKERSFIELD","CA","West","Pacific",2,0,5,5,0,6,0,13.281666667,809,1286,1146,730,1043,1066,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1665.63,1081.42,16468,754,0.0718916857,"Urban",142264,47286,40302,44706,36606,6270,14053,98.29,94.95,0.6001940055,0.0738205027,0.02217005,0.0195622223,0.0509876073,0.0500782473,0.1280647247,1270675.93556016,62728.0644398443,"HIGH"
"360",708,1279476,93309,4840,"BAKERSFIELD","CA","West","Pacific",3,2,9,5,2,7,0,12.902857143,366,439,577,434,475,825,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1858.45,850.05,17195,499,0.0463453144,"Urban",177817,57997,48670,60748,51197,7269,15329,42.98,101.6,0.534875743,0.1041407739,0.0173380498,0.0377241771,0.0542614273,0.0518475094,0.1089378406,1169304.4203914,110171.579608598,"HIGH"
"361",709,831849,92311,4050,"BARSTOW","CA","West","Pacific",2,1,4,6,2,5,0,13.782,272,687,589,353,668,800,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1510.68,1213.11,11322,587,0.1529044022,"Emerging suburban",32004,11051,8423,10612,8410,1305,3965,211.75,97.41,0.5632108486,0.1182664667,0.0230283715,0.0289963755,0.045697222,0.0352909239,0.6231408574,831848.999999991,8.84756445884705e-09,"HIGH"
"362",711,774915,93612,4200,"CLOVIS","CA","West","Pacific",1,6,10,5,2,5,0,12.346,272,332,437,285,349,473,"No","Greater than 10","No",0,0,0,0,0,0,0,0,972.35,1125.65,10934,410,0.1007371007,"Urban",131713,46219,39289,49484,44103,4874,10370,31.93,94.33,0.6378945131,0.0473985104,0.0161107863,0.1142256269,0.0334494472,0.0285813194,0.1814930948,810838.95006423,-35923.9500642302,"LOW"
"363",712,946223,94533,4033,"FAIRFIELD","CA","West","Pacific",1,0,3,7,2,7,0,12.93,209,125,426,210,139,490,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,815.09,2555.73,15947,444,0.0608719495,"Suburban",101367,33585,26718,39715,35369,4953,8593,106.66,119.24,0.4322609922,0.1774344708,0.0090956623,0.1367999448,0.0471043621,0.037427423,0.2547574654,946223.000000047,-4.71482053399086e-08,"LOW"
"364",713,1531341,92335,4800,"FONTANA","CA","West","Pacific",0,3,5,5,0,6,0,15.186666667,251,144,541,198,140,545,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,687.6,1273.04,23735,751,0.1006432592,"Urban",227528,54039,68603,78966,64590,6939,13597,58.78,126.24,0.4849073521,0.0698287683,0.0116513132,0.0283349742,0.0994652011,0.134736024,0.0636185437,1531341.00000003,-2.77068465948105e-08,"LOW"
"365",714,631376,93711,3374,"FRESNO","CA","West","Pacific",0,4,7,7,4,6,0,10.866666667,290,551,673,267,500,632,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1102.59,1448.74,9640,306,0.0535245758,"Urban",157473,55259,41873,61501,53893,6350,11919,38.2,100,0.5696278092,0.0840842557,0.0155391718,0.091152134,0.0386000471,0.0329720046,0.1652727769,642303.91737681,-10927.9173768095,"LOW"
"366",715,601513,93727,4140,"FRESNO","CA","West","Pacific",2,4,9,7,2,4,0,10.9375,461,166,394,429,146,435,"No","Greater than 10","No",0,0,0,1,0,0,0,0,938.07,2257.62,10166,398,0.0721668178,"Urban",176645,46745,55768,55529,43724,5703,9902,43.33,124.56,0.3882645985,0.0791983923,0.0206572504,0.1569701945,0.0771419403,0.106492673,0.0738486796,669944.707840441,-68431.7078404411,"LOW"
"367",716,804948,93710,4019,"FRESNO","CA","West","Pacific",3,3,10,6,2,4,0,11.875,179,344,424,200,253,253,"No","Greater than 10","No",0,0,0,0,0,1,0,0,1061.18,1779.15,12560,368,0.0599446164,"Urban",168931,62630,50930,61156,53411,7454,14957,34.01,94.36,0.5924253097,0.0719465344,0.0159769373,0.0831345342,0.0320293789,0.0281813827,0.1485340168,672386.559591627,132561.440408373,"HIGH"
"368",719,1046846,93536,4530,"LANCASTER","CA","West","Pacific",0,1,3,5,1,6,0,13.753333333,195,208,265,220,262,377,"No","Greater than 10","Yes",1,0,0,0,0,1,0,0,1210.8,1835.62,15955,621,0.1042996305,"Suburban",113517,36310,31227,41872,37344,4030,8372,72.99,108.9,0.4918998916,0.2096778456,0.0105711039,0.0424870284,0.0542550262,0.0496557422,0.1933631086,1079967.47314513,-33121.4731451275,"LOW"
"369",720,954354,90806,3830,"LONG BEACH","CA","West","Pacific",1,2,3,6,1,4,0,13.73,516,142,952,470,194,805,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,1,1534.15,742.36,11691,381,0.1063354731,"Superurban",171642,52379,61219,52290,42192,6242,12615,19.95,131.86,0.3425327134,0.1469803428,0.0080632945,0.1814008226,0.059394032,0.0677179786,0.1218524604,879333.562894279,75020.4371057211,"HIGH"
"370",722,858167,95901,4400,"MARYSVILLE","CA","West","Pacific",0,1,3,3,1,5,0,13.8,433,345,705,390,389,557,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,947.63,1001.19,17209,575,0.0390174391,"Suburban",113596,37336,24694,44118,39239,5964,11631,99.86,87.83,0.606297757,0.0290327124,0.0185393852,0.12364872,0.0515052496,0.0423184058,0.171388077,952128.876926064,-93961.876926064,"LOW"
"371",723,860498,95348,4980,"MERCED","CA","West","Pacific",1,0,3,4,2,5,0,12.198,224,264,351,229,354,294,"No","Greater than 10","No",0,0,0,0,0,0,0,0,843.8,893.18,12986,469,0.0460978966,"Suburban",90288,27815,25848,30821,27288,3582,7378,70.91,105.76,0.5436492114,0.0591440723,0.0141990076,0.1188197767,0.0563005573,0.0593924142,0.1985645933,825744.779241978,34753.2207580222,"HIGH"
"372",724,868644,95307,5100,"CERES","CA","West","Pacific",3,2,3,6,4,5,0,12.99,227,219,334,178,173,290,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,729.06,822.01,11788,519,0.050942285,"Suburban",96744,27066,25132,36814,32942,3556,6398,49.06,103.33,0.5860105019,0.0251488464,0.0135719011,0.0482924006,0.073043671,0.0737456588,0.1668010419,868643.999999973,2.72411853075027e-08,"HIGH"
"373",725,1373910,91763,5456,"MONTCLAIR","CA","West","Pacific",1,1,3,5,1,6,0,14.26,400,153,589,350,186,764,"No","Greater than 10","No",0,0,0,0,0,1,0,0,1704.82,2556.25,18185,603,0.126335638,"Urban",260044,68883,81491,89136,70683,9232,19027,39.21,123.37,0.5251495901,0.0528487487,0.0117787759,0.0660426697,0.0730804407,0.1013457602,0.0674193598,1373910.00000003,-2.56113708019257e-08,"LOW"
"374",726,1013755,92553,5167,"MORENO VALLEY","CA","West","Pacific",6,1,10,8,3,5,0,13.988,314,280,510,238,215,429,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,423.37,1084.96,14666,387,0.075204042,"Suburban",140147,37014,41311,50601,44357,4148,9042,44.66,125.17,0.4380257872,0.1631001734,0.0096042013,0.0567190165,0.0889393203,0.0940995299,0.1316260783,1013754.99999999,1.46683305501938e-08,"HIGH"
"375",727,988360,91606,3304,"NORTH HOLLYWOOD","CA","West","Pacific",2,0,5,4,2,5,0,14.462,196,68,589,179,57,351,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,1065.59,2217.62,15651,549,0.1002556611,"Superurban",171448,58919,60924,62645,50606,5258,10843,14.76,108.24,0.5784261117,0.0457048201,0.0069350474,0.0714210723,0.0426857211,0.0456898454,0.1323258364,988359.999999964,3.59723344445229e-08,"HIGH"
"376",730,842484,93550,4255,"PALMDALE","CA","West","Pacific",2,0,5,7,2,8,0,13.36375,542,284,1040,412,232,628,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1138.14,778.33,14705,454,0.0886545597,"Suburban",114592,32122,35297,39502,34984,2519,7238,77.32,121.15,0.4644826864,0.150054105,0.0089796844,0.0377775063,0.0731585829,0.0739057344,0.1676207763,842484.000000015,-1.53668224811554e-08,"LOW"
"377",731,828486,95670,4395,"RANCHO CORDOVA","CA","West","Pacific",3,2,5,4,5,5,0,12.334,163,144,231,164,153,243,"No","Greater than 10","No",0,0,0,0,0,0,0,0,2843.84,1708.71,13530,402,0.0383880825,"Suburban",99367,37238,26926,37310,32412,5165,10494,31.78,84.58,0.6671732064,0.0903720551,0.0099630662,0.0885907796,0.0277941887,0.024652237,0.2741050852,828486.000000006,-5.93718141317368e-09,"LOW"
"378",733,1196624,92376,4800,"RIALTO","CA","West","Pacific",3,5,5,9,3,5,0,14.33,269,189,496,260,160,603,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,2208.85,2018.56,13956,495,0.0651916239,"Urban",184569,45742,57307,59559,48639,7280,11772,36.44,125.48,0.4359345286,0.1438811501,0.0116433421,0.0328440854,0.0946394998,0.1257269031,0.0782471596,1196624.00000001,-1.14087015390396e-08,"LOW"
"379",734,1230744,92504,4000,"RIVERSIDE","CA","West","Pacific",5,6,8,9,2,6,0,13.416666667,168,146,249,217,192,339,"Yes","Between 1 and 10","No",0,0,0,0,0,1,0,0,1234.82,628.35,21745,535,0.0523073915,"Urban",111838,33631,30143,43500,35329,4282,9741,27.64,98.28,0.6195836835,0.0589423988,0.0132423684,0.0304637064,0.0547708959,0.0691623799,0.1898907348,1155166.77954566,75577.2204543431,"HIGH"
"380",735,1354670,95833,4000,"SACRAMENTO","CA","West","Pacific",1,1,6,4,1,6,0,15.363333333,348,428,681,413,445,723,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,735.17,1683.35,26426,750,0.050056731,"Urban",205583,79228,72666,62858,53339,6422,21728,72.46,104.93,0.4914365487,0.1346852609,0.0148164002,0.131367866,0.0332963094,0.0336749634,0.1102814921,1393234.08304644,-38564.0830464442,"LOW"
"381",736,724885,95823,4800,"SACRAMENTO","CA","West","Pacific",1,1,5,8,1,5,0,13.138,357,374,541,316,344,579,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1216.28,2724.19,12727,305,0.0522081479,"Urban",119489,34826,34953,39586,32580,5162,9670,18.95,129.98,0.2628693855,0.208956473,0.0096075789,0.2580907029,0.0654683283,0.0804571297,0.1332089146,773259.216829455,-48374.2168294552,"LOW"
"382",738,835100,92410,3080,"SAN BERNARDINO","CA","West","Pacific",2,2,3,8,1,5,0,13.124,966,613,1418,997,776,1547,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,878.63,1109.67,14201,398,0.0441535389,"Urban",202362,54360,61209,59720,45364,8834,16069,51.18,120.06,0.4320969352,0.1408268351,0.014355462,0.030218124,0.0805739514,0.0991905813,0.0605153141,835100.000000034,-3.37604433298111e-08,"LOW"
"383",739,764645,92104,3808,"SAN DIEGO","CA","West","Pacific",3,3,6,10,0,5,0,13.196,437,316,808,364,265,666,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,384.76,432.13,15985,370,0.0432546177,"Superurban",206968,84756,79401,61605,51225,8007,20328,21.15,105.39,0.5229214178,0.1042914847,0.0085230567,0.1147182173,0.0279744207,0.0276912549,0.1219850412,831592.072530466,-66947.0725304662,"LOW"
"384",740,1539126,95121,7000,"SAN JOSE","CA","West","Pacific",4,6,5,17,1,5,0,14.052,193,40,398,148,38,392,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1768.17,1638.49,17905,617,0.0566991362,"Superurban",143756,35522,39415,59296,50117,4156,9063,16.55,171.79,0.2563649517,0.0301970005,0.0090570133,0.4478560895,0.0811609707,0.12369799,0.1821767439,1413479.6665351,125646.333464903,"HIGH"
"385",741,1078279,95210,3300,"STOCKTON","CA","West","Pacific",1,2,5,4,1,5,0,12.956,220,246,466,192,252,372,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,776.97,1233.11,19416,670,0.0695020747,"Urban",137891,43752,41058,45023,37939,6212,13015,26.23,113.56,0.3981695687,0.1054165972,0.0121110152,0.2241770674,0.0533232767,0.0523176083,0.1316257044,1073539.32829613,4739.67170386785,"HIGH"
"386",742,1212301,94087,6140,"SUNNYVALE","CA","West","Pacific",4,2,4,7,2,5,0,13.62,57,32,231,61,34,213,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1300.24,1752.67,17247,674,0.0478217681,"Urban",241662,94040,58743,111156,102529,7600,15854,40.55,135.37,0.4705415001,0.0203921179,0.0045890541,0.3696443793,0.0211931093,0.0142598894,0.2090978309,1212300.99999999,5.58793544769287e-09,"HIGH"
"387",743,962843,95382,4200,"TURLOCK","CA","West","Pacific",1,2,2,8,2,6,0,12.435,136,142,170,122,135,163,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1770.27,918.48,16390,469,0.037828682,"Emerging suburban",77312,25310,19736,32195,29865,2976,5258,41.11,87.01,0.7024135969,0.0162717301,0.0091835679,0.0524239445,0.0483603319,0.0328328724,0.2919857202,962843.000000036,-3.5739503800869e-08,"LOW"
"388",744,820635,94590,4320,"VALLEJO","CA","West","Pacific",1,1,4,6,1,5,0,13.502,168,285,302,211,219,328,"No","Greater than 10","No",0,0,0,0,0,0,0,0,464.79,1073.4,14268,313,0.0410169047,"Suburban",120767,40762,34637,45836,39671,6284,10212,52.76,126.71,0.3428171603,0.1995247046,0.0071873939,0.2451994336,0.0427358815,0.0413129876,0.2179403314,820635.000000012,-1.23400241136551e-08,"LOW"
"389",745,1250791,93001,3600,"VENTURA","CA","West","Pacific",2,0,3,9,0,6,0,14.72,173,93,442,219,145,586,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,2486.36,1143.14,20753,747,0.0719445247,"Emerging suburban",49582,19615,14293,18383,16474,2486,5632,59.62,81.78,0.7594893308,0.0146827478,0.0137751603,0.0232745755,0.0253887331,0.0251338262,0.6184905813,1250791.00000001,-1.04773789644241e-08,"LOW"
"390",746,1264906,92392,3200,"VICTORVILLE","CA","West","Pacific",3,1,4,7,1,6,0,15.145,467,1049,1288,354,950,1012,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,654.16,742.85,16798,746,0.1107811108,"Suburban",99474,31393,24864,36202,31457,5408,8876,47.8,96.38,0.5671230673,0.1056155377,0.012455516,0.0297464664,0.0601089415,0.0548211385,0.1846713714,1269841.22034508,-4935.22034507967,"LOW"
"391",747,1017522,93277,6100,"VISALIA","CA","West","Pacific",3,2,7,8,3,7,0,12.072857143,174,191,165,265,281,334,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,622.84,1837.33,15764,675,0.0834363412,"Suburban",157342,51928,36952,62400,56705,7782,11603,125.76,96.28,0.6554384716,0.0235029426,0.0135628122,0.0454996123,0.0473155138,0.0370320444,0.1445767818,1073795.03925321,-56273.0392532088,"LOW"
"392",748,699883,95695,4800,"WOODLAND","CA","West","Pacific",2,3,4,6,1,4,0,12.885,118,118,158,125,125,200,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1373.26,876.05,16074,482,0.0494968166,"Emerging suburban",58002,19411,13782,24369,22881,2757,4364,108.51,97.3,0.6337540085,0.0147236302,0.0134822937,0.0594634668,0.0451805677,0.0356498892,0.4332781628,699882.999999981,1.89756974577904e-08,"HIGH"
"393",749,742267,32216,4988,"JACKSONVILLE","FL","South","South Atlantic",3,2,5,8,3,4,42000,10.75,290,761,249,311,746,305,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,2099.5,1196.56,13055,431,0.209324915,"Suburban",203559,86427,63255,69715,59427,11460,23042,72.36,53.35,0.6043407562,0.2927406796,0.0041806061,0.0427050634,0.0179804922,0.0108878013,0.1288226018,782783.738711448,-40516.7387114482,"LOW"
"394",750,664939,32210,3942,"JACKSONVILLE","FL","South","South Atlantic",2,1,5,10,2,4,44000,10.8875,356,1057,492,388,1120,660,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1119.69,700.7,9780,343,0.2243296272,"Suburban",179507,70879,43319,66852,56015,9483,22195,80.04,51.9,0.5954419605,0.3007682152,0.0046182043,0.0364721153,0.0249015929,0.0150961498,0.1271872406,682027.006457694,-17088.0064576936,"LOW"
"395",752,643858,31405,3700,"SAVANNAH","GA","South","South Atlantic",2,0,2,5,2,4,45000,11.32,233,344,244,214,262,118,"Yes","Greater than 10","Yes",0,0,0,1,0,1,0,0,380.91,706.09,9920,321,0.1139105749,"Suburban",112228,43719,43634,28516,22715,6724,11963,58.88,60.5,0.3705670599,0.5712745482,0.0027978758,0.0178654168,0.0236281708,0.0185502871,0.1751790997,603881.153497594,39976.8465024061,"HIGH"
"396",753,889920,52802,8090,"DAVENPORT","IA","Midwest","West North Central",2,1,4,6,1,4,43000,11.01,134,89,78,176,109,83,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,543.06,240.45,11344,510,0.0823111685,"Suburban",100940,40460,29417,35106,32270,5458,10787,53.67,52.34,0.7633841886,0.1343174163,0.0040221914,0.018842877,0.0212061295,0.0155215027,0.2269268873,816248.943810044,73671.0561899561,"HIGH"
"397",754,1062232,61820,5325,"CHAMPAIGN","IL","Midwest","East North Central",2,1,4,7,0,4,52000,12.165,299,454,329,286,435,253,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,449.67,739.94,13647,414,0.0453400504,"Suburban",137549,55633,66608,37877,34060,3774,9891,126.2,63.98,0.6766679511,0.1462387949,0.0027408414,0.1177762107,0.0131576582,0.0078909999,0.1818551934,1062232.00000001,-1.16415321826935e-08,"LOW"
"398",758,737003,61603,6958,"PEORIA","IL","Midwest","East North Central",5,3,6,13,2,4,45000,11.0825,373,476,325,330,487,217,"Yes","Greater than 10","Yes",0,0,0,0,1,0,0,0,168.09,357,10156,242,0.031379668,"Suburban",133370,56089,38432,46360,41984,7892,14542,71.94,57.61,0.688745595,0.2295868636,0.0035840144,0.022643773,0.0208953627,0.013728182,0.197338232,667235.386539605,69767.6134603948,"HIGH"
