"","STORE_NO","REVENUE_2013","ZIP","SQUARE_FEET","U_CITY","U_STATE","CENSUS_REGION","CENSUS_DIVISION","TOT_ATTRITION_2012","TOT_ATTRITION_2013","NUM_ASSISTANT_MANAGERS","NUM_CUST_ACC_REPS","NUM_STORE_MANAGERS","NUM_EMP_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","AVG_PAY_RATE_PAY_TYPE_H","NAT_CURR_ROBBERY","NAT_CURR_BURGLARY","NAT_CURR_MOT_VEH_THEFT","NAT_PAST_ROBBERY","NAT_PAST_BURGLARY","NAT_PAST_MOT_VEH_THEFT","FRONTAGE_ROAD","NUM_PARKING_SPACES","SIGNAGE_VISIBILITY_IND","AUTOZONE_IND","TARGET_IND","WALMART_IND","PAYLESS_IND","COMP_PRESENCE_IND","STRIP_SHOP_CENTER_IND","SINGLE_TENANT_IND","PAD_IN_SHOP_CENTER_IND","MARKETING_EXP_2013","MARKETING_EXP_2012","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","PERC_CONVERTED_TO_AGREEMENT","URBANICITY","CYA01V001","CYB02V001","CYA12V001","CYA12V002","CYA12V003","CYA12V007","CYA12V008","CYA21V001","XCX03V069","PERC_CYEA07V001","PERC_CYEA07V004","PERC_CYEA07V007","PERC_CYEA07V010","PERC_CYB11V006","PERC_CYB11V007","PERC_CYC13VV01","pred_Revenue_2013","diff_Revenue_2013","store_performance"
"399",760,987390,46013,4200,"ANDERSON","IN","Midwest","East North Central",3,4,6,8,2,5,0,10.986,132,344,94,159,514,105,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,930.17,260.29,16792,611,0.0666957756,"Emerging suburban",63004,26556,15978,22783,20587,3781,8717,65.87,45.26,0.8093930544,0.1340708526,0.0030474256,0.0047139864,0.0177737611,0.0101671939,0.3402958542,769880.47099373,217509.52900627,"HIGH"
"400",761,756511,47201,4000,"COLUMBUS","IN","Midwest","East North Central",1,0,3,6,1,4,51000,10.37,90,365,75,107,456,85,"No","Greater than 10","No",0,0,0,0,0,1,0,0,1082.38,418.84,12746,427,0.0407792952,"Emerging suburban",54186,21535,10389,22488,20764,2830,7205,113.62,48.5,0.8716089027,0.0233824235,0.0029343373,0.0451223563,0.0224286046,0.0110053401,0.4986527885,847171.053666459,-90660.0536664593,"LOW"
"401",764,929830,46806,5882,"FORT WAYNE","IN","Midwest","East North Central",2,3,6,7,1,4,50000,11.625,335,749,308,324,693,261,"Yes","Greater than 10","Unable to determine",0,0,0,0,0,0,0,0,1235.55,418.73,12813,514,0.0467187784,"Suburban",108367,42002,33101,31199,27724,5121,12470,61.18,63.65,0.5597275923,0.2797530614,0.0049184715,0.0391724418,0.0309509071,0.0215942098,0.1593197191,931860.295277193,-2030.29527719307,"LOW"
"402",765,927598,46227,4084,"INDIANAPOLIS","IN","Midwest","East North Central",1,3,3,5,1,2,48000,13.67,205,464,184,303,603,385,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,904.71,773.28,14712,446,0.049821269,"Suburban",212817,81703,59350,75254,68611,9481,23595,103.65,48.57,0.8347030547,0.0661789237,0.0032422222,0.0292222896,0.0273674161,0.0168659658,0.103163751,835161.459058696,92436.5409413037,"HIGH"
"403",766,1013596,46241,5600,"INDIANAPOLIS","IN","Midwest","East North Central",0,2,4,11,1,5,45000,11.238,304,754,422,303,816,398,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,1217.33,512.59,14301,552,0.0539589443,"Suburban",168340,65042,49168,54629,45921,6331,20427,75.24,62.78,0.6390459784,0.2188606392,0.004354283,0.0182369015,0.0295962609,0.019710341,0.1150706903,990894.151976251,22701.848023749,"HIGH"
"404",768,750928,46201,3580,"INDIANAPOLIS","IN","Midwest","East North Central",4,0,4,4,1,4,43000,11.245,364,467,281,377,553,269,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1208.22,400.79,12349,415,0.0342465753,"Suburban",128399,52738,43450,36862,31737,6951,15282,39.43,64.87,0.5335010397,0.373024712,0.0041666991,0.0073053528,0.0255792787,0.0196063559,0.1386926689,795310.642703647,-44382.6427036466,"LOW"
"405",775,562474,46176,4800,"SHELBYVILLE","IN","Midwest","East North Central",4,1,4,8,1,3,43000,12.003333333,67,124,50,76,115,48,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1100.09,891.53,13411,358,0.0452420068,"Emerging suburban",27205,10835,5788,10620,9721,1529,3752,124.18,40.27,0.9349016725,0.0158794339,0.0019114133,0.0075353795,0.0221504384,0.0111675127,0.8720823378,618125.660891359,-55651.6608913592,"LOW"
"406",778,866387,41031,4800,"CYNTHIANA","KY","South","East South Central",2,0,5,6,1,4,45000,12.0475,28,43,27,37,57,42,"Yes","Greater than 10","Yes",1,0,0,0,1,1,0,0,964.02,1334.83,11158,566,0.1213030433,"Emerging suburban",9877,4011,1778,4284,3864,733,1182,63.23,28.35,0.9394553002,0.0352333705,0.001923661,0.0025311329,0.0204437796,0.0104712042,2.1161283791,866387.000000018,-1.7927959561348e-08,"LOW"
"407",784,757482,70815,5100,"BATON ROUGE","LA","South","West South Central",0,1,4,5,2,3,44000,13.896666667,247,503,304,299,497,284,"Yes","Greater than 10","No",0,0,0,0,0,0,0,1,516.99,368.53,10343,343,0.1344043887,"Suburban",116204,47843,36383,38689,33601,6522,11348,49.2,62.5,0.4612491825,0.45168841,0.0028742556,0.0391466731,0.0224693268,0.0141713521,0.2255774328,694154.968817124,63327.031182876,"HIGH"
"408",788,631638,87112,4850,"ALBUQUERQUE","NM","West","Mountain",2,4,3,10,3,3,44000,12.526666667,78,119,198,88,197,249,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1017.7,1109.71,9713,304,0.0685920578,"Urban",120316,52766,29718,48471,44719,6969,15077,31.54,80.8,0.7773945277,0.0333953921,0.0392217161,0.0310016955,0.0151991813,0.0083576546,0.2555520463,603941.142685921,27696.8573140792,"HIGH"
"409",789,961223,89101,5412,"LAS VEGAS","NV","West","Mountain",4,3,6,7,2,4,46000,11.84,581,295,388,675,326,490,"No","Greater than 10","No",0,0,0,1,0,0,0,0,135.2,510.32,12373,532,0.1207992734,"Superurban",114675,35735,35463,35137,25388,4697,12532,15.86,108.23,0.4698582952,0.1225114454,0.0105689993,0.0356572923,0.0592696236,0.0659577445,0.1254850665,976403.023642321,-15180.0236423212,"LOW"
"410",791,844052,89121,2960,"LAS VEGAS","NV","West","Mountain",2,6,8,9,0,5,44000,12.04,393,484,539,350,400,470,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,520.04,245.31,12301,494,0.0820053121,"Urban",180361,60964,45658,68025,55178,8580,19154,31.76,101.34,0.5348329184,0.0928970232,0.0086659533,0.0720554887,0.046486451,0.0484384227,0.1071074124,1064329.13981803,-220277.139818028,"LOW"
"411",793,914821,89015,6000,"HENDERSON","NV","West","Mountain",0,0,4,5,2,4,49992.8,11.8625,123,166,102,141,212,130,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,703.01,1281.72,10975,542,0.0675473579,"Suburban",139454,50699,30925,58724,53595,5618,15656,70.81,84.68,0.7405452694,0.0622929425,0.0085906464,0.0618842055,0.0332353695,0.0216572319,0.1992341561,860038.721350388,54782.2786496119,"HIGH"
"412",794,1151487,89107,4667,"LAS VEGAS","NV","West","Mountain",2,1,5,8,1,5,0,12.258,262,345,357,206,264,288,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,376.23,168.51,16229,606,0.1084466714,"Urban",223100,76947,65102,73206,56414,12037,25279,35.81,99.86,0.5112191842,0.1467548185,0.008601524,0.0579515912,0.0458237488,0.0453428984,0.0882384581,972825.107571843,178661.892428157,"HIGH"
"413",801,871557,43229,4200,"COLUMBUS","OH","Midwest","East North Central",5,0,6,7,2,4,45000,11.9325,349,555,195,483,534,346,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,662.89,482.32,10006,442,0.0614913745,"Urban",157468,66847,50774,51582,44807,6705,15386,35.46,65.66,0.5710493561,0.3379035741,0.0027307135,0.0212360607,0.0213771747,0.0146753033,0.1453501664,908057.816284083,-36500.8162840831,"LOW"
"414",805,626211,45013,4021,"HAMILTON","OH","Midwest","East North Central",2,2,5,6,2,3,41000,11.533333333,280,400,164,298,397,199,"No","Greater than 10","No",1,0,0,0,0,0,0,0,1004.59,476.5,13866,320,0.0252147191,"Emerging suburban",63109,24087,14189,24879,22302,3655,7144,53.93,42.9,0.8686241265,0.0705287677,0.0022342297,0.0042624665,0.0274421887,0.0182255989,0.3410448589,651722.029773503,-25511.029773503,"LOW"
"415",806,750165,45801,3650,"LIMA","OH","Midwest","East North Central",5,2,2,12,1,5,44000,11.178,137,153,66,183,199,89,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,715.5,368.89,11438,478,0.0493801653,"Emerging suburban",55566,21418,14654,20315,17888,2646,6639,56.05,48.29,0.7357016881,0.2053953857,0.0025555196,0.0058848936,0.0225978149,0.0140069101,0.3159486017,824318.189552025,-74153.1895520251,"LOW"
"416",807,644574,45342,4200,"DAYTON","OH","Midwest","East North Central",1,5,6,7,3,3,41000,11.09,73,137,85,87,154,104,"Yes","Between 1 and 10","No",0,1,0,0,0,0,0,0,732.42,870.8,11059,310,0.0315457413,"Suburban",184820,77674,36363,84220,79241,10708,17891,110.39,48.66,0.887414782,0.0518991451,0.0018720918,0.0314955091,0.0163761362,0.0068748873,0.1781408938,607430.799654193,37143.2003458069,"HIGH"
"417",810,761121,45150,4000,"MILFORD","OH","Midwest","East North Central",1,6,4,12,5,4,46000,11.5025,47,95,47,57,110,56,"Unable to determine","Greater than 10","No",0,0,0,0,0,1,0,0,1010.54,542.18,17897,393,0.024832554,"Emerging suburban",78748,29684,13964,38309,36903,3329,6239,60.37,48.56,0.9374587291,0.0175369533,0.0016889318,0.0230989993,0.0232785339,0.0082872928,0.4678721999,801098.385838384,-39977.3858383842,"LOW"
"418",811,831940,45212,3850,"CINCINNATI","OH","Midwest","East North Central",1,7,5,10,3,4,50507.6,10.6675,393,344,271,454,332,297,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,1611.66,844.27,14361,403,0.0415678185,"Urban",190813,87671,76395,54893,47780,10056,17717,49.38,72.12,0.5655851541,0.378653446,0.0023897743,0.0205384329,0.0148623832,0.0098664325,0.1581391205,889040.727357879,-57100.7273578793,"LOW"
"419",812,615328,45662,6700,"PORTSMOUTH","OH","Midwest","East North Central",1,2,8,4,3,3,39000,10.57,112,313,60,146,288,84,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,367.77,417.72,7274,378,0.0690537084,"Emerging suburban",31509,13035,7616,11909,10081,2027,4127,72.64,33.73,0.9254498715,0.0345932908,0.0046970707,0.0048240185,0.0180283851,0.0107403145,0.558665778,559823.258897242,55504.7411027576,"HIGH"
"420",813,851546,45505,4142,"SPRINGFIELD","OH","Midwest","East North Central",3,3,3,7,1,3,45000,11.296666667,252,484,118,306,569,193,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,1,668.92,587.54,9885,491,0.0896312523,"Emerging suburban",73842,29673,19498,26060,22624,4014,9245,81.4,47.82,0.7876953495,0.152135641,0.003317895,0.0069201809,0.0220065379,0.0149630978,0.2866525825,798302.423442218,53243.5765577818,"HIGH"
"421",814,1016294,26062,3900,"WEIRTON","WV","South","South Atlantic",0,4,5,5,0,4,48000,12.5825,74,183,57,62,165,49,"No","Between 1 and 10","No",0,0,0,0,0,0,0,0,766.89,902.98,12637,497,0.0501918804,"Emerging suburban",28027,12434,7131,11070,10144,2093,3242,50.82,32.56,0.8996681771,0.0695757662,0.0013915153,0.0051379027,0.0147177095,0.0060318482,0.8674849253,1016294,1.74622982740402e-09,"HIGH"
"422",816,818516,43701,4165,"ZANESVILLE","OH","Midwest","East North Central",0,0,2,4,2,4,42000,12.265,67,200,51,69,212,63,"Yes","Greater than 10","Yes",0,0,0,0,1,0,0,0,543.18,628.1,12972,513,0.0800312012,"Emerging suburban",39396,16560,8648,15822,14504,2822,4334,65.33,38.04,0.8811554473,0.0700071073,0.0034013605,0.0044420753,0.0183574879,0.0110507246,0.5295969134,760253.650551765,58262.3494482355,"HIGH"
"423",818,699602,73115,5600,"DEL CITY","OK","South","West South Central",0,1,3,6,1,4,42000,11.55,94,253,64,100,338,117,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,583.65,290.04,9534,313,0.0433758315,"Suburban",112062,43692,27685,39229,33037,6203,13077,74.46,50.82,0.5531491496,0.250727276,0.0406114472,0.0218182792,0.0273734322,0.0196832372,0.1623030108,699602.000000038,-3.79513949155807e-08,"LOW"
"424",819,739722,74403,5550,"MUSKOGEE","OK","South","West South Central",1,5,4,7,1,4,45000,11.615,219,757,239,170,606,143,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,972.15,630.7,12052,403,0.0412402783,"Emerging suburban",41490,16482,7747,16172,13771,3146,5574,67.32,42.3,0.5622559653,0.1537237889,0.1570016872,0.0084116655,0.0231767989,0.0170489018,0.4678958785,724685.944782012,15036.0552179875,"HIGH"
"425",821,693145,73139,6167,"OKLAHOMA CITY","OK","South","West South Central",5,6,7,12,1,4,60000,11.9125,156,415,172,159,424,185,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,671.18,803.1,8836,290,0.0513092711,"Suburban",237944,87031,48897,96846,84158,10620,23065,112.73,50.01,0.6112572706,0.0933538984,0.0478389873,0.0310283092,0.0342981237,0.0247383116,0.0809644286,834066.367459969,-140921.367459969,"LOW"
"426",822,875708,74066,5000,"SAPULPA","OK","South","West South Central",3,2,5,7,1,4,49000,11.415,56,121,39,53,107,35,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1471.25,764.3,12604,361,0.0432076601,"Emerging suburban",54813,20259,9228,24764,23163,3112,5523,118.68,37.12,0.7842117746,0.0261799208,0.0969295605,0.0109098207,0.0263092946,0.0141171825,0.4798496707,875708.000000012,-1.16415321826935e-08,"LOW"
"427",823,1054058,74801,5017,"SHAWNEE","OK","South","West South Central",1,2,4,5,1,5,51000,11.338,126,223,67,110,263,68,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1877.25,1537.29,14183,487,0.1061696098,"Emerging suburban",37634,14507,8344,14901,13649,1921,4433,116.32,34.14,0.7319976617,0.0374661211,0.1459850136,0.0074400808,0.0256427931,0.0148893638,0.5349418079,1114197.15810771,-60139.1581077124,"LOW"
"428",825,876658,74145,5500,"TULSA","OK","South","West South Central",5,1,3,14,0,4,47000,10.9825,149,263,103,156,297,111,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,783.38,698.55,13047,404,0.2442563482,"Suburban",211880,92710,55231,76114,66898,11250,26757,83.84,44.04,0.6634982065,0.1011846328,0.0568812535,0.0212856334,0.0201596376,0.0136878438,0.1268312252,908255.920962357,-31597.9209623568,"LOW"
"429",827,396008,29906,3400,"BEAUFORT","SC","South","South Atlantic",10,7,7,12,4,3,42000,10.556666667,82,325,155,69,301,113,"Yes","Between 1 and 10","No",0,0,1,0,0,0,0,0,700.55,650.88,7438,181,0.097574124,"Emerging suburban",29780,10978,6591,13240,11764,1195,1988,51.08,54.78,0.6052048355,0.3080255205,0.0043653459,0.0143384822,0.0249590089,0.0135725997,0.7802552048,447549.022208745,-51541.0222087455,"LOW"
"430",828,766961,29206,5000,"COLUMBIA","SC","South","South Atlantic",2,8,9,12,4,4,43000,10.775,150,496,171,186,540,208,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,2407.44,1349.68,12444,384,0.045697965,"Suburban",151482,56356,53277,48440,40453,7682,14034,79.88,66.12,0.4229083323,0.4954185976,0.0038288377,0.0231908742,0.0206721556,0.013219533,0.178674694,766947.484514782,13.5154852176784,"HIGH"
"431",830,651442,29406,4042,"N CHARLESTON","SC","South","South Atlantic",1,0,1,4,2,3,40000,11.706666667,309,569,320,392,560,410,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,862.85,1136.69,10336,275,0.0717640919,"Suburban",104993,40938,34881,34025,27352,4184,9809,69.36,58.38,0.4536207176,0.4316192508,0.0052955911,0.0191536579,0.0245981728,0.0178074161,0.1924033031,651441.99999999,9.66247171163559e-09,"HIGH"
"432",831,772155,37620,5400,"BRISTOL","TN","South","East South Central",1,2,5,5,0,3,43000,10.426666667,140,363,121,94,290,67,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,529.37,622.93,10203,425,0.0496959775,"Emerging suburban",45398,19696,10235,17638,16015,3883,5885,57.53,27.85,0.9273976827,0.0403321732,0.0032600555,0.0059473986,0.0144699431,0.007158814,0.5088329882,736985.284180264,35169.7158197362,"HIGH"
"433",832,910865,37601,4700,"JOHNSON CITY","TN","South","East South Central",3,1,4,7,1,4,44000,10.1875,132,430,120,123,475,146,"No","Greater than 10","Yes",0,1,0,0,0,0,0,0,1590.84,439.94,13341,394,0.0909510619,"Emerging suburban",72962,31305,20799,28347,25376,4652,7641,78.11,33.88,0.8804172035,0.0601820126,0.003261972,0.0169814424,0.014023319,0.0059415429,0.3452070941,835208.847058771,75656.1529412294,"HIGH"
"434",833,696836,37660,4904,"KINGSPORT","TN","South","East South Central",3,2,4,11,4,4,40000,10.1025,55,184,43,72,211,53,"Yes","Between 1 and 10","Yes",1,0,0,0,0,0,0,0,390.83,843.88,11136,382,0.0759896559,"Emerging suburban",54958,24424,8330,25935,23599,4595,6644,58.58,28.05,0.9293460461,0.033298155,0.0028021398,0.0077513738,0.0136750737,0.0074516869,0.4338767786,696835.999999985,1.52504071593285e-08,"HIGH"
"435",834,1226286,37115,5000,"MADISON","TN","South","East South Central",7,4,12,12,0,5,52000,11.014,316,641,436,307,620,437,"Yes","Greater than 10","Yes",0,0,0,0,1,1,0,0,1116.21,2027.01,17412,647,0.0600352603,"Suburban",93203,38910,25575,29692,24737,6064,12929,54,54.11,0.53732176,0.36764911,0.0037552439,0.0116841733,0.022462092,0.0168337188,0.2370095383,1193156.20584602,33129.7941539756,"HIGH"
"436",835,657533,38118,4160,"MEMPHIS","TN","South","East South Central",6,0,6,5,1,5,46000,10.508,519,790,610,585,863,733,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,985.31,307.76,11320,496,0.073427091,"Suburban",179226,70295,58680,55128,45990,9938,16689,74.49,62.72,0.3686462902,0.54588062,0.0023992055,0.0173189158,0.0283092681,0.0237427982,0.1416423956,842151.127578375,-184618.127578375,"LOW"
"437",836,757834,38127,4500,"MEMPHIS","TN","South","East South Central",1,2,8,5,1,4,48000,10.7075,878,1531,1191,779,1598,908,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,271.44,572.85,10735,420,0.0443412162,"Suburban",100856,35539,36253,23832,17708,5103,10559,50.74,72.11,0.1279943682,0.8235305783,0.002349885,0.0044122313,0.040631419,0.0383522328,0.1362635837,759713.784320547,-1879.78432054678,"LOW"
"438",837,717814,38128,3720,"MEMPHIS","TN","South","East South Central",2,4,4,8,2,4,43000,10.745,464,709,413,411,862,458,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,790.48,409.69,14614,390,0.0347005961,"Suburban",179355,64988,53051,60586,50897,8871,16635,76.75,62.49,0.3980039586,0.5117169859,0.0024588107,0.0161411725,0.0322367206,0.0279743953,0.1147054724,800058.76421111,-82244.7642111103,"LOW"
"439",839,736518,38114,6100,"MEMPHIS","TN","South","East South Central",1,2,5,4,1,4,52000,11.2575,543,774,536,607,880,592,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,636.42,582.26,12681,336,0.0538461538,"Suburban",191480,78307,77479,45721,33905,10962,20536,63.26,63.34,0.2692187174,0.6726394402,0.0024441195,0.0127480677,0.023816517,0.0245699618,0.1039325256,768926.495370393,-32408.4953703932,"LOW"
"440",841,676101,78753,4000,"AUSTIN","TX","South","West South Central",5,4,8,7,1,4,46000,11.13,658,698,937,527,569,694,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,473.67,787.74,8675,305,0.0582394501,"Urban",185964,75406,65425,60179,48229,4912,16036,47.66,65.04,0.6106235615,0.1084618528,0.0107977888,0.0675614635,0.0270137655,0.024931703,0.131713665,759249.159307052,-83148.1593070524,"LOW"
"441",842,935173,78745,4767,"AUSTIN","TX","South","West South Central",3,3,3,12,4,4,46000,10.7975,543,808,961,348,543,526,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1052.68,1053.56,12279,438,0.1725768322,"Urban",216519,85261,79912,66392,55942,5345,21791,79.29,61.7,0.6605563484,0.069938435,0.0125901191,0.0261039447,0.0284186205,0.0256154631,0.1138514403,865113.362693991,70059.6373060091,"HIGH"
"442",845,863198,78415,4680,"CORPUS CHRISTI","TX","South","West South Central",10,0,7,16,2,5,60000,11.556,338,452,366,329,468,310,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,1108.45,1240.77,10021,400,0.0531773465,"Suburban",139782,49349,40896,43616,38430,8062,16607,91.65,64.62,0.7844214563,0.0545349187,0.0072112289,0.0060451274,0.0402034489,0.0300715313,0.1223118857,937433.908999255,-74235.9089992554,"LOW"
"443",846,1020028,79907,3445,"EL PASO","TX","South","West South Central",1,1,3,6,2,5,48000,11.22,227,376,485,175,334,359,"Yes","Greater than 10","Yes",0,0,0,1,0,1,0,0,1848.65,836.96,18734,590,0.0757673045,"Suburban",149672,47194,38433,58225,47798,6635,11031,45.01,75.35,0.8396961355,0.0146654017,0.009814795,0.0045232241,0.0524642963,0.0379497394,0.1019429152,1046083.928294,-26055.9282940036,"LOW"
"444",848,815160,79904,5000,"EL PASO","TX","South","West South Central",1,1,4,5,1,5,47000,12.768,124,218,153,123,235,198,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,2433.21,1043.21,14047,479,0.075066604,"Suburban",114450,38679,23885,45747,39836,5087,10126,74.18,64.77,0.7236435125,0.0840279598,0.008440367,0.01672346,0.0456319967,0.0311538561,0.1419222368,912196.989223415,-97036.9892234146,"LOW"
"445",849,536233,23605,5254,"NEWPORT NEWS","VA","South","South Atlantic",1,2,4,4,3,3,40000,12.34,266,346,246,344,349,375,"Yes","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,1,0,0,971.81,257.55,8468,402,0.0870318251,"Suburban",134384,54557,43600,45673,39905,7416,12767,41.94,68.17,0.3695157162,0.5533173592,0.004397845,0.0182387784,0.0192642557,0.010667742,0.1700202405,577137.685706625,-40904.6857066245,"LOW"
"446",850,660436,23518,3600,"NORFOLK","VA","South","South Atlantic",0,1,5,2,1,3,40000,11.77,255,286,382,274,316,501,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1240.3,366.4,9639,434,0.1340333539,"Urban",154330,59610,53106,45740,34649,7837,17021,41.49,62.64,0.4645175922,0.4237283743,0.0051772177,0.0386833409,0.0229156182,0.015148465,0.149692218,692774.056437819,-32338.0564378186,"LOW"
"447",852,875535,23224,5778,"RICHMOND","VA","South","South Atlantic",2,2,3,2,5,3,49000,12.96,644,968,864,663,1009,925,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,936.37,628.18,10497,325,0.1412429379,"Suburban",153205,62479,63946,39571,31396,6260,16553,54.89,65.85,0.3612675827,0.500629875,0.0049802552,0.0319571816,0.0211751148,0.0155092111,0.149525146,723360.225130211,152174.774869789,"HIGH"
"448",853,1291563,25801,4000,"BECKLEY","WV","South","South Atlantic",1,0,3,7,1,6,55000,11.578333333,93,178,72,87,211,55,"Yes","Greater than 10","Yes",0,0,0,0,1,0,0,0,813.57,947.11,17561,672,0.1404975957,"Emerging suburban",41786,18229,8197,17496,16136,4003,4650,76.14,35.15,0.8358062509,0.1195137127,0.0028478438,0.0143349447,0.0138241264,0.006637775,0.5476954004,1333939.61023498,-42376.61023498,"LOW"
"449",854,1877141,26330,3000,"BRIDGEPORT","WV","South","South Atlantic",5,3,5,9,3,5,58000,11.216,52,101,50,41,87,45,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,350.63,635.63,18843,797,0.1570752858,"Emerging suburban",37461,16021,7539,16183,15010,2807,4229,84.65,29.48,0.947465364,0.0239982916,0.0019753877,0.0069939404,0.0144185756,0.0083016041,0.6671738608,1601712.31601636,275428.683983645,"HIGH"
"450",856,1427043,25304,5000,"CHARLESTON","WV","South","South Atlantic",2,1,6,4,1,6,54000,11.06,66,162,69,97,170,94,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,401.45,736.83,11595,634,0.1136200717,"Emerging suburban",39893,18822,10485,14258,12914,3444,5357,49.69,40.64,0.7796605921,0.1602536786,0.0028075101,0.0197277718,0.0131760706,0.0049941558,0.7923946557,1247919.94117037,179123.05882963,"HIGH"
"451",857,1597719,26101,4240,"PARKERSBURG","WV","South","South Atlantic",2,1,7,6,1,7,60000,11.93,111,216,64,139,276,87,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1512.87,880.19,24017,1355,0.250092285,"Emerging suburban",58222,25850,11964,22881,21427,5013,8131,52.51,28.19,0.9520456185,0.0169695304,0.0024732919,0.0070763629,0.0137717602,0.0075435203,0.3821751228,1800891.63729041,-203172.637290412,"LOW"
"452",858,1278855,25309,3200,"CHARLESTON","WV","South","South Atlantic",5,14,9,15,2,4,50000,10.2675,70,181,62,69,148,63,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,706.96,262.34,12901,623,0.2927631579,"Emerging suburban",48656,22020,11774,18650,16991,3459,6379,81.13,38.59,0.8248314699,0.1211977968,0.0021374548,0.0181272608,0.0126248865,0.0053587648,0.6294804341,1196846.15410485,82008.8458951476,"HIGH"
